Title,Job Zone,Description,Domain,O*NET-SOC Code,french_title,french_description,french_domain
Rail Car Repairers,2,"Diagnose, adjust, repair, or overhaul railroad rolling stock, mine cars, or mass transit rail cars.","Installation, Maintenance, and Repair Occupations",49-3043.00,Réparateurs de voitures ferroviaires,"Diagnostiquer, ajuster, réparer ou réviser le rouleau de chemin de fer, des voitures de mine ou des wagons de transport en commun.","Occupations d'installation, d'entretien et de réparation"
Motorboat Mechanics and Service Technicians,3,Repair and adjust electrical and mechanical equipment of inboard or inboard-outboard boat engines.,"Installation, Maintenance, and Repair Occupations",49-3051.00,Mécanique des bateaux à moteur et techniciens de service,Réparer et régler l'équipement électrique et mécanique des moteurs de bateaux à bord ou à bord de bord.,"Occupations d'installation, d'entretien et de réparation"
Motorcycle Mechanics,3,"Diagnose, adjust, repair, or overhaul motorcycles, scooters, mopeds, dirt bikes, or similar motorized vehicles.","Installation, Maintenance, and Repair Occupations",49-3052.00,Mécanique de moto,"Diagnostiquer, ajuster, réparer ou revoir les motos, les scooters, les cyclomoteurs, les vélos de saleté ou les véhicules motorisés similaires.","Occupations d'installation, d'entretien et de réparation"
Outdoor Power Equipment and Other Small Engine Mechanics,2,"Diagnose, adjust, repair, or overhaul small engines used to power lawn mowers, chain saws, recreational sporting equipment, and related equipment.","Installation, Maintenance, and Repair Occupations",49-3053.00,Équipement électrique extérieur et autres petites mécanismes de moteur,"Diagnostiquer, ajuster, réparer ou réviser les petits moteurs utilisés pour alimenter les tondeuses à gazon, les scies à chaîne, l'équipement sportif récréatif et l'équipement connexe.","Occupations d'installation, d'entretien et de réparation"
Bicycle Repairers,2,Repair and service bicycles.,"Installation, Maintenance, and Repair Occupations",49-3091.00,Réparateurs de vélos,Les vélos de réparation et de service.,"Occupations d'installation, d'entretien et de réparation"
Recreational Vehicle Service Technicians,2,"Diagnose, inspect, adjust, repair, or overhaul recreational vehicles including travel trailers. May specialize in maintaining gas, electrical, hydraulic, plumbing, or chassis/towing systems as well as repairing generators, appliances, and interior components. Includes workers who perform customized van conversions.","Installation, Maintenance, and Repair Occupations",49-3092.00,Techniciens de service de véhicules récréatifs,"Diagnostiquer, inspecter, ajuster, réparer ou réviser les véhicules récréatifs, y compris les remorques de voyage. Peut se spécialiser dans le maintien des systèmes de gaz, d'électricité, hydraulique, de plomberie ou de châssis / remorquage ainsi que des générateurs de réparation, des appareils électroménagers et des composants intérieurs. Comprend les travailleurs qui effectuent des conversions de fourgonnettes personnalisées.","Occupations d'installation, d'entretien et de réparation"
Tire Repairers and Changers,2,Repair and replace tires.,"Installation, Maintenance, and Repair Occupations",49-3093.00,Réparateurs et changeurs de pneus,Réparer et remplacer les pneus.,"Occupations d'installation, d'entretien et de réparation"
Mechanical Door Repairers,2,"Install, service, or repair automatic door mechanisms and hydraulic doors. Includes garage door mechanics.","Installation, Maintenance, and Repair Occupations",49-9011.00,Réparateurs de portes mécaniques,"Installer, servir ou réparer les mécanismes de portes automatiques et les portes hydrauliques. Comprend la mécanique des portes de garage.","Occupations d'installation, d'entretien et de réparation"
"Control and Valve Installers and Repairers, Except Mechanical Door",3,"Install, repair, and maintain mechanical regulating and controlling devices, such as electric meters, gas regulators, thermostats, safety and flow valves, and other mechanical governors.","Installation, Maintenance, and Repair Occupations",49-9012.00,"Installateurs et réparateurs de contrôle et de soupape, à l'exception de la porte mécanique","Installer, réparer et maintenir des dispositifs de régulation et de contrôle mécaniques, tels que les compteurs électriques, les régulateurs de gaz, les thermostats, les vannes de sécurité et d'écoulement et d'autres gouverneurs mécaniques.","Occupations d'installation, d'entretien et de réparation"
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",3,"Install or repair heating, central air conditioning, HVAC, or refrigeration systems, including oil burners, hot-air furnaces, and heating stoves.","Installation, Maintenance, and Repair Occupations",49-9021.00,"Mécanique et installateurs de chauffage, de climatisation et de réfrigération","Installer ou réparer des systèmes de chauffage, de climatisation centrale, de CVC ou de réfrigération, y compris des brûleurs d'huile, des fours à air chaud et des poêles de chauffage.","Occupations d'installation, d'entretien et de réparation"
Home Appliance Repairers,2,"Repair, adjust, or install all types of electric or gas household appliances, such as refrigerators, washers, dryers, and ovens.","Installation, Maintenance, and Repair Occupations",49-9031.00,Réparation des appareils électroménagers,"Réparer, ajuster ou installer tous les types d'appareils électroménagers électriques ou de gaz, tels que les réfrigérateurs, les rondelles, les sécheuses et les fours.","Occupations d'installation, d'entretien et de réparation"
Industrial Machinery Mechanics,3,"Repair, install, adjust, or maintain industrial production and processing machinery or refinery and pipeline distribution systems. May also install, dismantle, or move machinery and heavy equipment according to plans.","Installation, Maintenance, and Repair Occupations",49-9041.00,Mécanique des machines industrielles,"Réparer, installer, ajuster ou maintenir des machines de production et de traitement industrielles ou des systèmes de distribution de raffinerie et de pipeline. Peut également installer, démanteler ou déplacer des machines et des équipements lourds en fonction des plans.","Occupations d'installation, d'entretien et de réparation"
"Maintenance Workers, Machinery",3,"Lubricate machinery, change parts, or perform other routine machinery maintenance.","Installation, Maintenance, and Repair Occupations",49-9043.00,"Travailleurs de l'entretien, machines","Lubrifier les machines, modifier les pièces ou effectuer d'autres entretiens de machines de routine.","Occupations d'installation, d'entretien et de réparation"
Millwrights,2,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings.","Installation, Maintenance, and Repair Occupations",49-9044.00,Mélites,"Installer, démanteler ou déplacer des machines et des équipements lourds en fonction des plans de disposition, des plans ou d'autres dessins.","Occupations d'installation, d'entretien et de réparation"
"Refractory Materials Repairers, Except Brickmasons",2,"Build or repair equipment such as furnaces, kilns, cupolas, boilers, converters, ladles, soaking pits, and ovens, using refractory materials.","Installation, Maintenance, and Repair Occupations",49-9045.00,"Réparateurs de matériaux réfractaires, sauf les majuscules","Construire ou réparer des équipements tels que les fours, les fours, les coupoles, les chaudières, les convertisseurs, les louches, les puits de trempage et les fours, en utilisant des matériaux réfractaires.","Occupations d'installation, d'entretien et de réparation"
Electrical Power-Line Installers and Repairers,2,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,"Installation, Maintenance, and Repair Occupations",49-9051.00,Installateurs et réparateurs électriques,Installer ou réparer des câbles ou des fils utilisés dans les systèmes électriques de puissance ou de distribution. Peut ériger des poteaux et des tours de transmission légères ou lourdes.,"Occupations d'installation, d'entretien et de réparation"
Telecommunications Line Installers and Repairers,2,"Install and repair telecommunications cable, including fiber optics.","Installation, Maintenance, and Repair Occupations",49-9052.00,Installateurs et réparateurs de lignes de télécommunications,"Installer et réparer le câble de télécommunications, y compris la fibre optique.","Occupations d'installation, d'entretien et de réparation"
Camera and Photographic Equipment Repairers,3,"Repair and adjust cameras and photographic equipment, including commercial video and motion picture camera equipment.","Installation, Maintenance, and Repair Occupations",49-9061.00,Réparation de caméras et d'équipements photographiques,"Réparer et ajuster les caméras et les équipements photographiques, y compris l'équipement commercial de caméras vidéo et de cinéma.","Occupations d'installation, d'entretien et de réparation"
Medical Equipment Repairers,3,"Test, adjust, or repair biomedical or electromedical equipment.","Installation, Maintenance, and Repair Occupations",49-9062.00,Réparateurs d'équipements médicaux,"Tester, régler ou réparer l'équipement biomédical ou électromédical.","Occupations d'installation, d'entretien et de réparation"
Musical Instrument Repairers and Tuners,3,"Repair percussion, stringed, reed, or wind instruments. May specialize in one area, such as piano tuning.","Installation, Maintenance, and Repair Occupations",49-9063.00,Réparateurs et tuners d'instruments de musique,"Réparez les instruments à percussion, à cordes à cordes, à roseaux ou à l'éolien. Peut se spécialiser dans un domaine, comme le réglage du piano.","Occupations d'installation, d'entretien et de réparation"
Watch and Clock Repairers,3,"Repair, clean, and adjust mechanisms of timing instruments, such as watches and clocks. Includes watchmakers, watch technicians, and mechanical timepiece repairers.","Installation, Maintenance, and Repair Occupations",49-9064.00,Réparation de montres et d'horloge,"Réparer, nettoyer et ajuster les mécanismes des instruments de synchronisation, tels que les montres et les horloges. Comprend des horlogers, des techniciens de montres et des réparateurs de montre mécaniques.","Occupations d'installation, d'entretien et de réparation"
"Maintenance and Repair Workers, General",3,"Perform work involving the skills of two or more maintenance or craft occupations to keep machines, mechanical equipment, or the structure of a building in repair. Duties may involve pipe fitting; HVAC maintenance; insulating; welding; machining; carpentry; repairing electrical or mechanical equipment; installing, aligning, and balancing new equipment; and repairing buildings, floors, or stairs.","Installation, Maintenance, and Repair Occupations",49-9071.00,"Travailleurs d'entretien et des réparations, général","Effectuer un travail impliquant les compétences de deux ou plusieurs professions de maintenance ou d'artisanat pour conserver les machines, l'équipement mécanique ou la structure d'un bâtiment en réparation. Les tâches peuvent impliquer l'ajustement des tuyaux; Entretien du CVC; isolant; soudage; usinage; charpenterie; réparation d'équipements électriques ou mécaniques; installer, aligner et équilibrer de nouveaux équipements; et réparer les bâtiments, les planchers ou les escaliers.","Occupations d'installation, d'entretien et de réparation"
Wind Turbine Service Technicians,3,"Inspect, diagnose, adjust, or repair wind turbines. Perform maintenance on wind turbine equipment including resolving electrical, mechanical, and hydraulic malfunctions.","Installation, Maintenance, and Repair Occupations",49-9081.00,Techniciens de service d'éoliennes,"Inspecter, diagnostiquer, ajuster ou réparer les éoliennes. Effectuer l'entretien des équipements d'éoliennes, y compris la résolution des dysfonctionnements électriques, mécaniques et hydrauliques.","Occupations d'installation, d'entretien et de réparation"
"Coin, Vending, and Amusement Machine Servicers and Repairers",2,"Install, service, adjust, or repair coin, vending, or amusement machines including video games, juke boxes, pinball machines, or slot machines.","Installation, Maintenance, and Repair Occupations",49-9091.00,"Coin, articles et réparateurs de machines de vente et d'attractions","Installer, servir, ajuster ou réparer des machines à pièces, de distribution ou d'attractions, y compris des jeux vidéo, des juke-box, des flipper ou des machines à sous.","Occupations d'installation, d'entretien et de réparation"
Commercial Divers,3,"Work below surface of water, using surface-supplied air or scuba equipment to inspect, repair, remove, or install equipment and structures. May use a variety of power and hand tools, such as drills, sledgehammers, torches, and welding equipment. May conduct tests or experiments, rig explosives, or photograph structures or marine life.","Installation, Maintenance, and Repair Occupations",49-9092.00,Plongeurs commerciaux,"Travaillez sous la surface de l'eau, en utilisant de l'air ou de l'équipement de plongée sur la surface pour inspecter, réparer, retirer ou installer des équipements et des structures. Peut utiliser une variété d'outils d'énergie et de main, tels que des exercices, des marteaux, des torches et des équipements de soudage. Peut effectuer des tests ou des expériences, des explosifs de gréement ou des structures de photographie ou une vie marine.","Occupations d'installation, d'entretien et de réparation"
Locksmiths and Safe Repairers,2,"Repair and open locks, make keys, change locks and safe combinations, and install and repair safes.","Installation, Maintenance, and Repair Occupations",49-9094.00,Serrurier et réparateurs sûrs,"Réparer et ouvrir les verrous, faire des clés, changer de verrous et combinaisons sûres et installer et réparer les coffres-forts.","Occupations d'installation, d'entretien et de réparation"
Manufactured Building and Mobile Home Installers,2,Move or install mobile homes or prefabricated buildings.,"Installation, Maintenance, and Repair Occupations",49-9095.00,Installateurs de construction fabriqués et de maisons mobiles,Déplacer ou installer des maisons mobiles ou des bâtiments préfabriqués.,"Occupations d'installation, d'entretien et de réparation"
Riggers,2,"Set up or repair rigging for construction projects, manufacturing plants, logging yards, ships and shipyards, or for the entertainment industry.","Installation, Maintenance, and Repair Occupations",49-9096.00,Gréeurs,"Configurer ou réparer le gréement pour les projets de construction, les usines de fabrication, les cours d'exploitation forestière, les navires et les chantiers navals, ou pour l'industrie du divertissement.","Occupations d'installation, d'entretien et de réparation"
Signal and Track Switch Repairers,3,"Install, inspect, test, maintain, or repair electric gate crossings, signals, signal equipment, track switches, section lines, or intercommunications systems within a railroad system.","Installation, Maintenance, and Repair Occupations",49-9097.00,Réparateurs de commutateurs de signal et de piste,"Installer, inspecter, tester, entretenir ou réparer les passages électriques, les signaux, l'équipement de signal, les interrupteurs de voie, les lignes de section ou les systèmes d'intercommandés dans un système ferroviaire.","Occupations d'installation, d'entretien et de réparation"
"Helpers--Installation, Maintenance, and Repair Workers",2,"Help installation, maintenance, and repair workers in maintenance, parts replacement, and repair of vehicles, industrial machinery, and electrical and electronic equipment. Perform duties such as furnishing tools, materials, and supplies to other workers; cleaning work area, machines, and tools; and holding materials or tools for other workers.","Installation, Maintenance, and Repair Occupations",49-9098.00,"Aiders - Installation, entretien et travailleurs de réparation","Aidez les travailleurs de l'installation, de l'entretien et des réparations dans la maintenance, le remplacement des pièces et la réparation des véhicules, des machines industrielles et des équipements électriques et électroniques. Effectuer des tâches telles que les outils d'ameublement, les matériaux et les fournitures à d'autres travailleurs; Zone de travail de nettoyage, machines et outils; et détenir des matériaux ou des outils pour d'autres travailleurs.","Occupations d'installation, d'entretien et de réparation"
Geothermal Technicians,2,"Perform technical activities at power plants or individual installations necessary for the generation of power from geothermal energy sources. Monitor and control operating activities at geothermal power generation facilities and perform maintenance and repairs as necessary. Install, test, and maintain residential and commercial geothermal heat pumps.","Installation, Maintenance, and Repair Occupations",49-9099.01,Techniciens géothermiques,"Effectuer des activités techniques dans les centrales électriques ou des installations individuelles nécessaires à la production d'énergie à partir de sources d'énergie géothermique. Surveiller et contrôler les activités d'exploitation dans les installations de production d'électricité géothermique et effectuer la maintenance et les réparations si nécessaire. Installez, testez et entretenez des pompes à chaleur géothermique résidentielles et commerciales.","Occupations d'installation, d'entretien et de réparation"
First-Line Supervisors of Production and Operating Workers,3,"Directly supervise and coordinate the activities of production and operating workers, such as inspectors, precision workers, machine setters and operators, assemblers, fabricators, and plant and system operators. Excludes team or work leaders.",Production Occupations,51-1011.00,Superviseurs de première ligne des travailleurs de la production et de l'exploitation,"Superviser et coordonner directement les activités de production et d'exploitation des travailleurs, tels que les inspecteurs, les travailleurs de précision, les setteurs et opérateurs de machines, les assembleurs, les fabricants et les opérateurs d'usine et de système. Exclut l'équipe ou les chefs de travail.",Professions de production
"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",2,"Assemble, fit, fasten, and install parts of airplanes, space vehicles, or missiles, such as tails, wings, fuselage, bulkheads, stabilizers, landing gear, rigging and control equipment, or heating and ventilating systems.",Production Occupations,51-2011.00,"Structure des avions, surfaces, gréement et assembleurs de systèmes","Assembler, ajuster, fixer et installer des parties d'avions, des véhicules spatiaux ou des missiles, tels que les queues, les ailes, le fuselage, les cloisons, les stabilisateurs, le train d'atterrissage, l'équipement de gréement et de contrôle ou les systèmes de chauffage et de ventilation.",Professions de production
"Coil Winders, Tapers, and Finishers",2,"Wind wire coils used in electrical components, such as resistors and transformers, and in electrical equipment and instruments, such as field cores, bobbins, armature cores, electrical motors, generators, and control equipment.",Production Occupations,51-2021.00,"Enroulements de bobines, côtes et finisseurs","Bobines de fil éolien utilisées dans les composants électriques, tels que les résistances et les transformateurs, ainsi que dans les équipements électriques et les instruments, tels que les noyaux de champ, les bobines, les noyaux d'armature, les moteurs électriques, les générateurs et l'équipement de contrôle.",Professions de production
Electrical and Electronic Equipment Assemblers,2,"Assemble or modify electrical or electronic equipment, such as computers, test equipment telemetering systems, electric motors, and batteries.",Production Occupations,51-2022.00,Assembleurs d'équipements électriques et électroniques,"Assemblez ou modifiez des équipements électriques ou électroniques, tels que les ordinateurs, les systèmes de télémétring d'équipement de test, les moteurs électriques et les batteries.",Professions de production
Electromechanical Equipment Assemblers,2,"Assemble or modify electromechanical equipment or devices, such as servomechanisms, gyros, dynamometers, magnetic drums, tape drives, brakes, control linkage, actuators, and appliances.",Production Occupations,51-2023.00,Assembleurs d'équipements électromécaniques,"Assemblez ou modifiez des équipements ou des dispositifs électromécaniques, tels que les servomécanismes, les gyrostaux, les dynamomètres, les tambours magnétiques, les disques de bande, les freins, la liaison de contrôle, les actionneurs et les appareils électroménagers.",Professions de production
Engine and Other Machine Assemblers,2,"Construct, assemble, or rebuild machines, such as engines, turbines, and similar equipment used in such industries as construction, extraction, textiles, and paper manufacturing.",Production Occupations,51-2031.00,Moteur et autres assembleurs de machines,"Construire, assembler ou reconstruire des machines, telles que les moteurs, les turbines et les équipements similaires utilisés dans des industries telles que la construction, l'extraction, les textiles et la fabrication de papier.",Professions de production
Structural Metal Fabricators and Fitters,3,"Fabricate, position, align, and fit parts of structural metal products.",Production Occupations,51-2041.00,Fabricants de métaux structurels et installateurs,"Fabriquer, positionner, aligner et s'adapter aux parties des produits métalliques structurels.",Professions de production
Fiberglass Laminators and Fabricators,2,"Laminate layers of fiberglass on molds to form boat decks and hulls, bodies for golf carts, automobiles, or other products.",Production Occupations,51-2051.00,Les laminateurs et fabricants en fibre de verre,"Déchimières de couches de fibre de verre sur les moules pour former des ponts et des coques en bateau, des corps pour les voiturettes de golf, les automobiles ou d'autres produits.",Professions de production
Timing Device Assemblers and Adjusters,2,"Perform precision assembling or adjusting, within narrow tolerances, of timing devices such as digital clocks or timing devices with electrical or electronic components.",Production Occupations,51-2061.00,Assembleurs et ajusteurs de dispositifs de synchronisation,"Effectuez l'assemblage de précision ou le réglage, dans des tolérances étroites, des dispositifs de synchronisation tels que des horloges numériques ou des dispositifs de synchronisation avec des composants électriques ou électroniques.",Professions de production
Team Assemblers,2,"Work as part of a team having responsibility for assembling an entire product or component of a product. Team assemblers can perform all tasks conducted by the team in the assembly process and rotate through all or most of them, rather than being assigned to a specific task on a permanent basis. May participate in making management decisions affecting the work. Includes team leaders who work as part of the team.",Production Occupations,51-2092.00,Assembleurs d'équipe,"Travaillez dans le cadre d'une équipe qui a la responsabilité de l'assemblage d'un produit ou d'un composant entier d'un produit. Les assembleurs d'équipe peuvent effectuer toutes les tâches menées par l'équipe dans le processus d'assemblage et tourner à travers tout ou la plupart d'entre eux, plutôt que d'être affectés à une tâche spécifique sur une base permanente. Peut participer à la prise de décisions de gestion affectant le travail. Comprend les chefs d'équipe qui travaillent dans le cadre de l'équipe.",Professions de production
Bakers,2,"Mix and bake ingredients to produce breads, rolls, cookies, cakes, pies, pastries, or other baked goods.",Production Occupations,51-3011.00,Boulangers,"Mélanger et cuire des ingrédients pour produire des pains, des petits pains, des biscuits, des gâteaux, des tartes, des pâtisseries ou d'autres pâtisseries.",Professions de production
Butchers and Meat Cutters,2,"Cut, trim, or prepare consumer-sized portions of meat for use or sale in retail establishments.",Production Occupations,51-3021.00,Bouchers et coupeurs de viande,"Coupez, coupez ou préparez des parties de viande de taille grand public pour une utilisation ou une vente dans les établissements de vente au détail.",Professions de production
"Meat, Poultry, and Fish Cutters and Trimmers",1,"Use hands or hand tools to perform routine cutting and trimming of meat, poultry, and seafood.",Production Occupations,51-3022.00,"Viande, volaille et coupe-poissons et coupeurs","Utilisez des mains ou des outils à main pour effectuer une coupe de routine et une coupe de viande, de volaille et de fruits de mer.",Professions de production
Slaughterers and Meat Packers,2,"Perform nonroutine or precision functions involving the preparation of large portions of meat. Work may include specialized slaughtering tasks, cutting standard or premium cuts of meat for marketing, making sausage, or wrapping meats. Work typically occurs in slaughtering, meat packing, or wholesale establishments.",Production Occupations,51-3023.00,Abattoirs et emballeurs de viande,"Effectuer des fonctions non routines ou de précision impliquant la préparation de grandes parties de viande. Les travaux peuvent inclure des tâches d'abattage spécialisées, couper des coupes standard ou premium de viande pour la commercialisation, la fabrication de saucisses ou l'emballage des viandes. Les travaux se produisent généralement dans l'abattage, l'emballage de viande ou les établissements de gros.",Professions de production
"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",2,"Operate or tend food or tobacco roasting, baking, or drying equipment, including hearth ovens, kiln driers, roasters, char kilns, and vacuum drying equipment.",Production Occupations,51-3091.00,Opérateurs et appels d'offres et d'offres et d'offres et d'appel,"Exploitez ou tendez des aliments ou des équipements de rôtissage, de pâtisserie ou de séchage, y compris des fours au foyer, des séchoirs de four, des torréfacteurs, des fous de carton et des équipements de séchage à l'aspirateur.",Professions de production
Food Batchmakers,2,Set up and operate equipment that mixes or blends ingredients used in the manufacturing of food products. Includes candy makers and cheese makers.,Production Occupations,51-3092.00,Massacres alimentaires,Configurez et utilisez des équipements qui mélangent ou mélangent des ingrédients utilisés dans la fabrication de produits alimentaires. Comprend des bonbons et des fabricants de fromages.,Professions de production
Food Cooking Machine Operators and Tenders,2,"Operate or tend cooking equipment, such as steam cooking vats, deep fry cookers, pressure cookers, kettles, and boilers, to prepare food products.",Production Occupations,51-3093.00,Opérateurs et appels d'offres et d'offres,"Faire fonctionner ou tendre les équipements de cuisson, tels que les cuve de cuisson à la vapeur, les cuisinières à frite, les cuisinières, les bouilloires et les chaudières, pour préparer les produits alimentaires.",Professions de production
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",2,"Set up, operate, or tend machines to extrude or draw thermoplastic or metal materials into tubes, rods, hoses, wire, bars, or structural shapes.",Production Occupations,51-4021.00,"Extruder et dessager des setteurs, opérateurs et appels d'offres, métal et plastique","Configurer, fonctionner ou tendre les machines à extruder ou à dessiner des matériaux thermoplastiques ou métalliques en tubes, tiges, tuyaux, fil, barres ou formes structurelles.",Professions de production
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",2,"Set up, operate, or tend forging machines to taper, shape, or form metal or plastic parts.",Production Occupations,51-4022.00,"Forging Machine Setters, opérateurs et appels d'offres, métal et plastique","Configurer, fonctionner ou s'occuper des machines de forgeage pour diminuer, façonner ou former des pièces en métal ou en plastique.",Professions de production
"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",2,"Set up, operate, or tend machines to roll steel or plastic forming bends, beads, knurls, rolls, or plate, or to flatten, temper, or reduce gauge of material.",Production Occupations,51-4023.00,"Rolling Machine Setters, opérateurs et appels d'offres, métal et plastique","Configurez, utilisez ou tendez aux machines à rouler des virages, des perles, des knurls, des rouleaux ou des plaques en acier ou en plastique, ou pour aplatir, tempérer ou réduire la jauge de matériau.",Professions de production
"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",2,"Set up, operate, or tend machines to saw, cut, shear, slit, punch, crimp, notch, bend, or straighten metal or plastic material.",Production Occupations,51-4031.00,"Coupe, poinçonnage et appuyez sur les setteurs de machines, les opérateurs et les offres, le métal et le plastique","Configurez, utilisez ou tendez des machines à voir, couper, cisaillement, fendre, poinçonner, serrer, entrer, plier ou redresser le métal ou le matériau plastique.",Professions de production
"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2,"Set up, operate, or tend drilling machines to drill, bore, ream, mill, or countersink metal or plastic work pieces.",Production Occupations,51-4032.00,"Forage et accolades de machines-outils, opérateurs et appels d'offres, métal et plastique","Configurez, utilisez ou tendez des machines à forage pour percer, alésage, rame, moulin ou contre-lieux de travail en métal ou en plastique.",Professions de production
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2,"Set up, operate, or tend grinding and related tools that remove excess material or burrs from surfaces, sharpen edges or corners, or buff, hone, or polish metal or plastic work pieces.",Production Occupations,51-4033.00,"Broyage, rodage, polissage et polirt des machines-outils, opérateurs et appels d'offres, métal et plastique","Configurez, exploitez ou tendez du broyage et des outils connexes qui éliminent les matériaux ou les fouilles en excès des surfaces, aiguisent des bords ou des coins, ou de la buff, des pièces de travail en métal ou en plastique polonaises.",Professions de production
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2,"Set up, operate, or tend lathe and turning machines to turn, bore, thread, form, or face metal or plastic materials, such as wire, rod, or bar stock.",Production Occupations,51-4034.00,"Tournets et tourneurs de machines-outils, opérateurs et appels d'offres, métal et plastique","Configurez, utilisez ou tendent les machines à tourner et à tourner pour tourner, ennuyer, filer, former ou face en métal ou en plastique, tels que le fil, la tige ou la barre.",Professions de production
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",2,"Set up, operate, or tend milling or planing machines to mill, plane, shape, groove, or profile metal or plastic work pieces.",Production Occupations,51-4035.00,Machines de fraisage et de rabores,"Configurez, exploitez ou tendez des machines de broyage ou de rabotage vers le moulin, le plan, la forme, la rainure ou le profil de travail en métal ou en plastique.",Professions de production
Machinists,3,"Set up and operate a variety of machine tools to produce precision parts and instruments out of metal. Includes precision instrument makers who fabricate, modify, or repair mechanical instruments. May also fabricate and modify parts to make or repair machine tools or maintain industrial machines, applying knowledge of mechanics, mathematics, metal properties, layout, and machining procedures.",Production Occupations,51-4041.00,Machinistes,"Configurez et utilisez une variété de machines-outils pour produire des pièces de précision et des instruments à partir de métal. Comprend des fabricants d'instruments de précision qui fabriquent, modifient ou réparent des instruments mécaniques. Peut également fabriquer et modifier des pièces pour fabriquer ou réparer des machines-outils ou maintenir des machines industrielles, en appliquant des connaissances sur la mécanique, les mathématiques, les propriétés métalliques, la mise en page et les procédures d'usinage.",Professions de production
Metal-Refining Furnace Operators and Tenders,2,"Operate or tend furnaces, such as gas, oil, coal, electric-arc or electric induction, open-hearth, or oxygen furnaces, to melt and refine metal before casting or to produce specified types of steel.",Production Occupations,51-4051.00,Opérateurs et appels d'offres et d'appel d'offres,"Fonctionner ou tendre les fours, tels que le gaz, le pétrole, le charbon, l'arc électrique ou l'induction électrique, les fours à heurt ou oxygène, pour faire fondre et affiner le métal avant la coulée ou pour produire des types d'acier spécifiés.",Professions de production
"Pourers and Casters, Metal",2,Operate hand-controlled mechanisms to pour and regulate the flow of molten metal into molds to produce castings or ingots.,Production Occupations,51-4052.00,"Verseurs et roulettes, métal",Faire fonctionner des mécanismes contrôlés à la main pour verser et réguler l'écoulement du métal fondu en moules pour produire des moulages ou des lingots.,Professions de production
"Model Makers, Metal and Plastic",3,"Set up and operate machines, such as lathes, milling and engraving machines, and jig borers to make working models of metal or plastic objects. Includes template makers.",Production Occupations,51-4061.00,"Fabricants de modèles, métal et plastique","Configurer et faire fonctionner des machines, telles que des tours, des machines de fraisage et de gravure et des foreurs de gabarits pour fabriquer des modèles de travail d'objets métalliques ou en plastique. Comprend des fabricants de modèles.",Professions de production
"Patternmakers, Metal and Plastic",3,"Lay out, machine, fit, and assemble castings and parts to metal or plastic foundry patterns, core boxes, or match plates.",Production Occupations,51-4062.00,"Modèles, métal et plastique","Disposez, machine, ajuster et assembler des pièces moulées et des pièces sur des motifs de fonderie métallique ou en plastique, des boîtes de base ou des plaques de correspondance.",Professions de production
Foundry Mold and Coremakers,2,Make or form wax or sand cores or molds used in the production of metal castings in foundries.,Production Occupations,51-4071.00,Moule de fonderie et coremakers,Faire ou former des noyaux de cire ou de sable ou des moules utilisés dans la production de moulages métalliques dans les fonderies.,Professions de production
"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",2,"Set up, operate, or tend metal or plastic molding, casting, or coremaking machines to mold or cast metal or thermoplastic parts or products.",Production Occupations,51-4072.00,"Moulage, coagère et coulée sets, opérateurs et appels d'offres, métal et plastique","Configurez, exploitez, ou tendent les machines de moulage en métal ou de plastique, de coulée ou de coagramme pour mouler ou couler des pièces ou des pièces ou des produits thermoplastiques en métal ou.",Professions de production
"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2,"Set up, operate, or tend more than one type of cutting or forming machine tool or robot.",Production Occupations,51-4081.00,"Plusieurs machines-outils, opérateurs et appels d'offres, métal et plastique","Configurer, fonctionner ou s'occuper de plusieurs types de coupe ou de formation de machine ou de robot.",Professions de production
Tool and Die Makers,3,"Analyze specifications, lay out metal stock, set up and operate machine tools, and fit and assemble parts to make and repair dies, cutting tools, jigs, fixtures, gauges, and machinists' hand tools.",Production Occupations,51-4111.00,Outil et créateurs,"Analyser les spécifications, disposer du stock métallique, configurer et utiliser des machines-outils et ajuster et assembler des pièces pour fabriquer et réparer les matrices, les outils de coupe, les gabarits, les luminaires, les jauges et les outils à main des machinistes.",Professions de production
