,O*NET-SOC Code,Title,Job Zone,Date,Domain Source,Description,Domain
697,47-4051.00,Highway Maintenance Workers,2,Jul-17,Analyst,"Maintain highways, municipal and rural roads, airport runways, and rights-of-way. Duties include patching broken or eroded pavement and repairing guard rails, highway markers, and snow fences. May also mow or clear brush from along road, or plow snow from roadway.",Construction and Extraction Occupations
698,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,2,Jul-15,Analyst,"Lay, repair, and maintain track for standard or narrow-gauge railroad equipment used in regular railroad service or in plant yards, quarries, sand and gravel pits, and mines. Includes ballast cleaning machine operators and railroad bed tamping machine operators.",Construction and Extraction Occupations
699,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,1,Jul-17,Analyst,"Clean and repair septic tanks, sewer lines, or drains. May patch walls and partitions of tank, replace damaged drain tile, or repair breaks in underground piping.",Construction and Extraction Occupations
700,47-4091.00,Segmental Pavers,2,Jun-08,Analyst,"Lay out, cut, and place segmental paving units. Includes installers of bedding and restraining materials for the paving units.",Construction and Extraction Occupations
701,47-4099.03,Weatherization Installers and Technicians,2,Aug-20,Analyst,"Perform a variety of activities to weatherize homes and make them more energy efficient. Duties include repairing windows, insulating ducts, and performing heating, ventilating, and air-conditioning (HVAC) work. May perform energy audits and advise clients on energy conservation measures.",Construction and Extraction Occupations
702,47-5011.00,"Derrick Operators, Oil and Gas",1,Jun-06,Analyst,Rig derrick equipment and operate pumps to circulate mud or fluid through drill hole.,Construction and Extraction Occupations
703,47-5012.00,"Rotary Drill Operators, Oil and Gas",2,Dec-05,Analyst,"Set up or operate a variety of drills to remove underground oil and gas, or remove core samples for testing during oil and gas exploration.",Construction and Extraction Occupations
704,47-5013.00,"Service Unit Operators, Oil and Gas",2,Jul-13,Analyst,"Operate equipment to increase oil flow from producing wells or to remove stuck pipe, casing, tools, or other obstructions from drilling wells. Includes fishing-tool technicians.",Construction and Extraction Occupations
705,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",2,Jul-13,Analyst,"Operate or tend machinery at surface mining site, equipped with scoops, shovels, or buckets to excavate and load loose materials.",Construction and Extraction Occupations
706,47-5023.00,"Earth Drillers, Except Oil and Gas",2,Jul-17,Analyst,"Operate a variety of drills such as rotary, churn, and pneumatic to tap subsurface water and salt deposits, to remove core samples during mineral exploration or soil testing, and to facilitate the use of explosives in mining or construction. Includes horizontal and earth boring machine operators.",Construction and Extraction Occupations
707,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",2,Jun-06,Analyst,"Place and detonate explosives to demolish structures or to loosen, remove, or displace earth, rock, or other materials. May perform specialized handling, storage, and accounting procedures.",Construction and Extraction Occupations
708,47-5041.00,Continuous Mining Machine Operators,2,Jul-16,Analyst,"Operate self-propelled mining machines that rip coal, metal and nonmetal ores, rock, stone, or sand from the mine face and load it onto conveyors, shuttle cars, or trucks in a continuous operation.",Construction and Extraction Occupations
709,47-5043.00,"Roof Bolters, Mining",2,Jul-17,Analyst,Operate machinery to install roof support bolts in underground mine.,Construction and Extraction Occupations
710,47-5044.00,"Loading and Moving Machine Operators, Underground Mining",2,Aug-22,Analyst,"Operate underground loading or moving machine to load or move coal, ore, or rock using shuttle or mine car or conveyors. Equipment may include power shovels, hoisting engines equipped with cable-drawn scraper or scoop, or machines equipped with gathering arms and conveyor.",Construction and Extraction Occupations
711,47-5051.00,"Rock Splitters, Quarry",1,Jun-08,Analyst,"Separate blocks of rough dimension stone from quarry mass using jackhammers, wedges, or chop saws.",Construction and Extraction Occupations
712,47-5071.00,"Roustabouts, Oil and Gas",1,Jul-11,Analyst,Assemble or repair oil field equipment using hand and power tools. Perform other tasks as needed.,Construction and Extraction Occupations
713,47-5081.00,Helpers--Extraction Workers,2,Aug-18,Analyst,"Help extraction craft workers, such as earth drillers, blasters and explosives workers, derrick operators, and mining machine operators, by performing duties requiring less skill. Duties include supplying equipment or cleaning work area.",Construction and Extraction Occupations
714,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",3,Aug-21,Analyst,"Directly supervise and coordinate the activities of mechanics, installers, and repairers. May also advise customers on recommended services. Excludes team or work leaders.","Installation, Maintenance, and Repair Occupations"
715,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",3,Jul-15,Analyst,"Repair, maintain, or install computers, word processing systems, automated teller machines, and electronic office machines, such as duplicating and fax machines.","Installation, Maintenance, and Repair Occupations"
716,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",3,Aug-22,Analyst,"Repair, install, or maintain mobile or stationary radio transmitting, broadcasting, and receiving equipment, and two-way radio communications systems used in cellular telecommunications, mobile broadband, ship-to-shore, aircraft-to-ground communications, and radio equipment in service and emergency vehicles. May test and analyze network coverage.","Installation, Maintenance, and Repair Occupations"
717,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",3,Jul-17,Analyst,"Install, set up, rearrange, or remove switching, distribution, routing, and dialing equipment used in central offices or headends. Service or repair telephone, cable television, Internet, and other communications equipment on customers' property. May install communications equipment or communications wiring in buildings.","Installation, Maintenance, and Repair Occupations"
718,49-2091.00,Avionics Technicians,3,Jul-15,Analyst,"Install, inspect, test, adjust, or repair avionics equipment, such as radar, radio, navigation, and missile control systems in aircraft or space vehicles.","Installation, Maintenance, and Repair Occupations"
719,49-2092.00,"Electric Motor, Power Tool, and Related Repairers",3,Jul-17,Analyst,"Repair, maintain, or install electric motors, wiring, or switches.","Installation, Maintenance, and Repair Occupations"
720,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",3,Aug-19,Analyst,"Install, adjust, or maintain mobile electronics communication equipment, including sound, sonar, security, navigation, and surveillance systems on trains, watercraft, or other mobile equipment.","Installation, Maintenance, and Repair Occupations"
721,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",3,Aug-21,Analyst,"Repair, test, adjust, or install electronic equipment, such as industrial controls, transmitters, and antennas.","Installation, Maintenance, and Repair Occupations"
722,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",3,Jul-17,Analyst,"Inspect, test, repair, or maintain electrical equipment in generating stations, substations, and in-service relays.","Installation, Maintenance, and Repair Occupations"
723,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",3,Jul-16,Analyst,"Install, diagnose, or repair communications, sound, security, or navigation equipment in motor vehicles.","Installation, Maintenance, and Repair Occupations"
724,49-2097.00,Audiovisual Equipment Installers and Repairers,3,Jun-07,Analyst,"Install, repair, or adjust audio or television receivers, stereo systems, camcorders, video systems, or other electronic entertainment equipment in homes or other venues. May perform routine maintenance.","Installation, Maintenance, and Repair Occupations"
725,49-2098.00,Security and Fire Alarm Systems Installers,3,Jul-15,Analyst,"Install, program, maintain, and repair security and fire alarm wiring and equipment. Ensure that work is in accordance with relevant codes.","Installation, Maintenance, and Repair Occupations"
726,49-3011.00,Aircraft Mechanics and Service Technicians,3,Jul-13,Analyst,"Diagnose, adjust, repair, or overhaul aircraft engines and assemblies, such as hydraulic and pneumatic systems.","Installation, Maintenance, and Repair Occupations"
727,49-3021.00,Automotive Body and Related Repairers,2,Aug-19,Analyst,Repair and refinish automotive vehicle bodies and straighten vehicle frames.,"Installation, Maintenance, and Repair Occupations"
728,49-3022.00,Automotive Glass Installers and Repairers,2,Jul-14,Analyst,Replace or repair broken windshields and window glass in motor vehicles.,"Installation, Maintenance, and Repair Occupations"
729,49-3023.00,Automotive Service Technicians and Mechanics,3,Aug-22,Analyst,"Diagnose, adjust, repair, or overhaul automotive vehicles.","Installation, Maintenance, and Repair Occupations"
730,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,3,Aug-22,Analyst,"Diagnose, adjust, repair, or overhaul buses and trucks, or maintain and repair any type of diesel engines. Includes mechanics working primarily with automobile or marine diesel engines.","Installation, Maintenance, and Repair Occupations"
731,49-3041.00,Farm Equipment Mechanics and Service Technicians,3,Jul-16,Analyst,"Diagnose, adjust, repair, or overhaul farm machinery and vehicles, such as tractors, harvesters, dairy equipment, and irrigation systems.","Installation, Maintenance, and Repair Occupations"
732,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",3,Jul-17,Analyst,"Diagnose, adjust, repair, or overhaul mobile mechanical, hydraulic, and pneumatic equipment, such as cranes, bulldozers, graders, and conveyors, used in construction, logging, and mining.","Installation, Maintenance, and Repair Occupations"
733,49-3043.00,Rail Car Repairers,2,Aug-19,Analyst,"Diagnose, adjust, repair, or overhaul railroad rolling stock, mine cars, or mass transit rail cars.","Installation, Maintenance, and Repair Occupations"
734,49-3051.00,Motorboat Mechanics and Service Technicians,3,Jul-15,Analyst,Repair and adjust electrical and mechanical equipment of inboard or inboard-outboard boat engines.,"Installation, Maintenance, and Repair Occupations"
735,49-3052.00,Motorcycle Mechanics,3,Aug-21,Analyst,"Diagnose, adjust, repair, or overhaul motorcycles, scooters, mopeds, dirt bikes, or similar motorized vehicles.","Installation, Maintenance, and Repair Occupations"
736,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,2,Aug-18,Analyst,"Diagnose, adjust, repair, or overhaul small engines used to power lawn mowers, chain saws, recreational sporting equipment, and related equipment.","Installation, Maintenance, and Repair Occupations"
737,49-3091.00,Bicycle Repairers,2,Jul-16,Analyst,Repair and service bicycles.,"Installation, Maintenance, and Repair Occupations"
738,49-3092.00,Recreational Vehicle Service Technicians,2,Jul-15,Analyst,"Diagnose, inspect, adjust, repair, or overhaul recreational vehicles including travel trailers. May specialize in maintaining gas, electrical, hydraulic, plumbing, or chassis/towing systems as well as repairing generators, appliances, and interior components. Includes workers who perform customized van conversions.","Installation, Maintenance, and Repair Occupations"
739,49-3093.00,Tire Repairers and Changers,2,Jul-14,Analyst,Repair and replace tires.,"Installation, Maintenance, and Repair Occupations"
740,49-9011.00,Mechanical Door Repairers,2,Jul-15,Analyst,"Install, service, or repair automatic door mechanisms and hydraulic doors. Includes garage door mechanics.","Installation, Maintenance, and Repair Occupations"
741,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",3,Jul-17,Analyst,"Install, repair, and maintain mechanical regulating and controlling devices, such as electric meters, gas regulators, thermostats, safety and flow valves, and other mechanical governors.","Installation, Maintenance, and Repair Occupations"
742,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",3,Aug-22,Analyst,"Install or repair heating, central air conditioning, HVAC, or refrigeration systems, including oil burners, hot-air furnaces, and heating stoves.","Installation, Maintenance, and Repair Occupations"
743,49-9031.00,Home Appliance Repairers,2,Aug-18,Analyst,"Repair, adjust, or install all types of electric or gas household appliances, such as refrigerators, washers, dryers, and ovens.","Installation, Maintenance, and Repair Occupations"
744,49-9041.00,Industrial Machinery Mechanics,3,Aug-21,Analyst,"Repair, install, adjust, or maintain industrial production and processing machinery or refinery and pipeline distribution systems. May also install, dismantle, or move machinery and heavy equipment according to plans.","Installation, Maintenance, and Repair Occupations"
745,49-9043.00,"Maintenance Workers, Machinery",3,Jul-15,Analyst,"Lubricate machinery, change parts, or perform other routine machinery maintenance.","Installation, Maintenance, and Repair Occupations"
746,49-9044.00,Millwrights,2,Aug-18,Analyst,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings.","Installation, Maintenance, and Repair Occupations"
747,49-9045.00,"Refractory Materials Repairers, Except Brickmasons",2,Jun-07,Analyst,"Build or repair equipment such as furnaces, kilns, cupolas, boilers, converters, ladles, soaking pits, and ovens, using refractory materials.","Installation, Maintenance, and Repair Occupations"
748,49-9051.00,Electrical Power-Line Installers and Repairers,2,Aug-21,Analyst,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,"Installation, Maintenance, and Repair Occupations"
749,49-9052.00,Telecommunications Line Installers and Repairers,2,Jul-15,Analyst,"Install and repair telecommunications cable, including fiber optics.","Installation, Maintenance, and Repair Occupations"
750,49-9061.00,Camera and Photographic Equipment Repairers,3,Jul-15,Analyst,"Repair and adjust cameras and photographic equipment, including commercial video and motion picture camera equipment.","Installation, Maintenance, and Repair Occupations"
751,49-9062.00,Medical Equipment Repairers,3,Jul-13,Analyst,"Test, adjust, or repair biomedical or electromedical equipment.","Installation, Maintenance, and Repair Occupations"
752,49-9063.00,Musical Instrument Repairers and Tuners,3,Jul-16,Analyst,"Repair percussion, stringed, reed, or wind instruments. May specialize in one area, such as piano tuning.","Installation, Maintenance, and Repair Occupations"
753,49-9064.00,Watch and Clock Repairers,3,Aug-18,Analyst,"Repair, clean, and adjust mechanisms of timing instruments, such as watches and clocks. Includes watchmakers, watch technicians, and mechanical timepiece repairers.","Installation, Maintenance, and Repair Occupations"
754,49-9071.00,"Maintenance and Repair Workers, General",3,Aug-21,Analyst,"Perform work involving the skills of two or more maintenance or craft occupations to keep machines, mechanical equipment, or the structure of a building in repair. Duties may involve pipe fitting; HVAC maintenance; insulating; welding; machining; carpentry; repairing electrical or mechanical equipment; installing, aligning, and balancing new equipment; and repairing buildings, floors, or stairs.","Installation, Maintenance, and Repair Occupations"
755,49-9081.00,Wind Turbine Service Technicians,3,Aug-21,Analyst,"Inspect, diagnose, adjust, or repair wind turbines. Perform maintenance on wind turbine equipment including resolving electrical, mechanical, and hydraulic malfunctions.","Installation, Maintenance, and Repair Occupations"
756,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",2,Jul-17,Analyst,"Install, service, adjust, or repair coin, vending, or amusement machines including video games, juke boxes, pinball machines, or slot machines.","Installation, Maintenance, and Repair Occupations"
757,49-9092.00,Commercial Divers,3,Jul-15,Analyst,"Work below surface of water, using surface-supplied air or scuba equipment to inspect, repair, remove, or install equipment and structures. May use a variety of power and hand tools, such as drills, sledgehammers, torches, and welding equipment. May conduct tests or experiments, rig explosives, or photograph structures or marine life.","Installation, Maintenance, and Repair Occupations"
758,49-9094.00,Locksmiths and Safe Repairers,2,Aug-19,Analyst,"Repair and open locks, make keys, change locks and safe combinations, and install and repair safes.","Installation, Maintenance, and Repair Occupations"
759,49-9095.00,Manufactured Building and Mobile Home Installers,2,Jun-07,Analyst,Move or install mobile homes or prefabricated buildings.,"Installation, Maintenance, and Repair Occupations"
760,49-9096.00,Riggers,2,Aug-20,Analyst,"Set up or repair rigging for construction projects, manufacturing plants, logging yards, ships and shipyards, or for the entertainment industry.","Installation, Maintenance, and Repair Occupations"
761,49-9097.00,Signal and Track Switch Repairers,3,Aug-21,Analyst,"Install, inspect, test, maintain, or repair electric gate crossings, signals, signal equipment, track switches, section lines, or intercommunications systems within a railroad system.","Installation, Maintenance, and Repair Occupations"
762,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",2,Aug-20,Analyst,"Help installation, maintenance, and repair workers in maintenance, parts replacement, and repair of vehicles, industrial machinery, and electrical and electronic equipment. Perform duties such as furnishing tools, materials, and supplies to other workers; cleaning work area, machines, and tools; and holding materials or tools for other workers.","Installation, Maintenance, and Repair Occupations"
763,49-9099.01,Geothermal Technicians,2,Aug-20,Analyst,"Perform technical activities at power plants or individual installations necessary for the generation of power from geothermal energy sources. Monitor and control operating activities at geothermal power generation facilities and perform maintenance and repairs as necessary. Install, test, and maintain residential and commercial geothermal heat pumps.","Installation, Maintenance, and Repair Occupations"
764,51-1011.00,First-Line Supervisors of Production and Operating Workers,3,Aug-20,Analyst,"Directly supervise and coordinate the activities of production and operating workers, such as inspectors, precision workers, machine setters and operators, assemblers, fabricators, and plant and system operators. Excludes team or work leaders.",Production Occupations
765,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",2,Jul-15,Analyst,"Assemble, fit, fasten, and install parts of airplanes, space vehicles, or missiles, such as tails, wings, fuselage, bulkheads, stabilizers, landing gear, rigging and control equipment, or heating and ventilating systems.",Production Occupations
766,51-2021.00,"Coil Winders, Tapers, and Finishers",2,Jul-17,Analyst,"Wind wire coils used in electrical components, such as resistors and transformers, and in electrical equipment and instruments, such as field cores, bobbins, armature cores, electrical motors, generators, and control equipment.",Production Occupations
767,51-2022.00,Electrical and Electronic Equipment Assemblers,2,Jul-13,Analyst,"Assemble or modify electrical or electronic equipment, such as computers, test equipment telemetering systems, electric motors, and batteries.",Production Occupations
768,51-2023.00,Electromechanical Equipment Assemblers,2,Jul-17,Analyst,"Assemble or modify electromechanical equipment or devices, such as servomechanisms, gyros, dynamometers, magnetic drums, tape drives, brakes, control linkage, actuators, and appliances.",Production Occupations
769,51-2031.00,Engine and Other Machine Assemblers,2,Jul-14,Analyst,"Construct, assemble, or rebuild machines, such as engines, turbines, and similar equipment used in such industries as construction, extraction, textiles, and paper manufacturing.",Production Occupations
770,51-2041.00,Structural Metal Fabricators and Fitters,3,Jul-13,Analyst,"Fabricate, position, align, and fit parts of structural metal products.",Production Occupations
771,51-2051.00,Fiberglass Laminators and Fabricators,2,Aug-20,Analyst,"Laminate layers of fiberglass on molds to form boat decks and hulls, bodies for golf carts, automobiles, or other products.",Production Occupations
772,51-2061.00,Timing Device Assemblers and Adjusters,2,Jun-08,Analyst,"Perform precision assembling or adjusting, within narrow tolerances, of timing devices such as digital clocks or timing devices with electrical or electronic components.",Production Occupations
773,51-2092.00,Team Assemblers,2,Aug-20,Analyst,"Work as part of a team having responsibility for assembling an entire product or component of a product. Team assemblers can perform all tasks conducted by the team in the assembly process and rotate through all or most of them, rather than being assigned to a specific task on a permanent basis. May participate in making management decisions affecting the work. Includes team leaders who work as part of the team.",Production Occupations
774,51-3011.00,Bakers,2,Jul-15,Analyst,"Mix and bake ingredients to produce breads, rolls, cookies, cakes, pies, pastries, or other baked goods.",Production Occupations
775,51-3021.00,Butchers and Meat Cutters,2,Jul-16,Analyst,"Cut, trim, or prepare consumer-sized portions of meat for use or sale in retail establishments.",Production Occupations
776,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",1,Jul-17,Analyst,"Use hands or hand tools to perform routine cutting and trimming of meat, poultry, and seafood.",Production Occupations
777,51-3023.00,Slaughterers and Meat Packers,2,Jul-17,Analyst,"Perform nonroutine or precision functions involving the preparation of large portions of meat. Work may include specialized slaughtering tasks, cutting standard or premium cuts of meat for marketing, making sausage, or wrapping meats. Work typically occurs in slaughtering, meat packing, or wholesale establishments.",Production Occupations
778,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",2,Jul-17,Analyst,"Operate or tend food or tobacco roasting, baking, or drying equipment, including hearth ovens, kiln driers, roasters, char kilns, and vacuum drying equipment.",Production Occupations
779,51-3092.00,Food Batchmakers,2,Aug-21,Analyst,Set up and operate equipment that mixes or blends ingredients used in the manufacturing of food products. Includes candy makers and cheese makers.,Production Occupations
780,51-3093.00,Food Cooking Machine Operators and Tenders,2,Aug-21,Analyst,"Operate or tend cooking equipment, such as steam cooking vats, deep fry cookers, pressure cookers, kettles, and boilers, to prepare food products.",Production Occupations
781,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",2,Jul-15,Analyst,"Set up, operate, or tend machines to extrude or draw thermoplastic or metal materials into tubes, rods, hoses, wire, bars, or structural shapes.",Production Occupations
782,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",2,Jul-16,Analyst,"Set up, operate, or tend forging machines to taper, shape, or form metal or plastic parts.",Production Occupations
783,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",2,Aug-18,Analyst,"Set up, operate, or tend machines to roll steel or plastic forming bends, beads, knurls, rolls, or plate, or to flatten, temper, or reduce gauge of material.",Production Occupations
784,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",2,Jul-15,Analyst,"Set up, operate, or tend machines to saw, cut, shear, slit, punch, crimp, notch, bend, or straighten metal or plastic material.",Production Occupations
785,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2,Aug-22,Analyst,"Set up, operate, or tend drilling machines to drill, bore, ream, mill, or countersink metal or plastic work pieces.",Production Occupations
786,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2,Jul-16,Analyst,"Set up, operate, or tend grinding and related tools that remove excess material or burrs from surfaces, sharpen edges or corners, or buff, hone, or polish metal or plastic work pieces.",Production Occupations
787,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2,Jul-16,Analyst,"Set up, operate, or tend lathe and turning machines to turn, bore, thread, form, or face metal or plastic materials, such as wire, rod, or bar stock.",Production Occupations
788,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",2,Jul-16,Analyst,"Set up, operate, or tend milling or planing machines to mill, plane, shape, groove, or profile metal or plastic work pieces.",Production Occupations
789,51-4041.00,Machinists,3,Aug-20,Analyst,"Set up and operate a variety of machine tools to produce precision parts and instruments out of metal. Includes precision instrument makers who fabricate, modify, or repair mechanical instruments. May also fabricate and modify parts to make or repair machine tools or maintain industrial machines, applying knowledge of mechanics, mathematics, metal properties, layout, and machining procedures.",Production Occupations
790,51-4051.00,Metal-Refining Furnace Operators and Tenders,2,Aug-18,Analyst,"Operate or tend furnaces, such as gas, oil, coal, electric-arc or electric induction, open-hearth, or oxygen furnaces, to melt and refine metal before casting or to produce specified types of steel.",Production Occupations
791,51-4052.00,"Pourers and Casters, Metal",2,Aug-18,Analyst,Operate hand-controlled mechanisms to pour and regulate the flow of molten metal into molds to produce castings or ingots.,Production Occupations
792,51-4061.00,"Model Makers, Metal and Plastic",3,Jul-16,Analyst,"Set up and operate machines, such as lathes, milling and engraving machines, and jig borers to make working models of metal or plastic objects. Includes template makers.",Production Occupations
793,51-4062.00,"Patternmakers, Metal and Plastic",3,Jul-17,Analyst,"Lay out, machine, fit, and assemble castings and parts to metal or plastic foundry patterns, core boxes, or match plates.",Production Occupations
794,51-4071.00,Foundry Mold and Coremakers,2,Jul-16,Analyst,Make or form wax or sand cores or molds used in the production of metal castings in foundries.,Production Occupations
795,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",2,Jul-16,Analyst,"Set up, operate, or tend metal or plastic molding, casting, or coremaking machines to mold or cast metal or thermoplastic parts or products.",Production Occupations
796,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2,Aug-21,Analyst,"Set up, operate, or tend more than one type of cutting or forming machine tool or robot.",Production Occupations
797,51-4111.00,Tool and Die Makers,3,Aug-21,Analyst,"Analyze specifications, lay out metal stock, set up and operate machine tools, and fit and assemble parts to make and repair dies, cutting tools, jigs, fixtures, gauges, and machinists' hand tools.",Production Occupations
798,51-4121.00,"Welders, Cutters, Solderers, and Brazers",2,Aug-22,Analyst,"Use hand-welding, flame-cutting, hand-soldering, or brazing equipment to weld or join metal components or to fill holes, indentations, or seams of fabricated metal products.",Production Occupations
799,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",2,Jul-15,Analyst,"Set up, operate, or tend welding, soldering, or brazing machines or robots that weld, braze, solder, or heat treat metal products, components, or assemblies. Includes workers who operate laser cutters or laser-beam machines.",Production Occupations
800,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",2,Jul-16,Analyst,"Set up, operate, or tend heating equipment, such as heat-treating furnaces, flame-hardening machines, induction machines, soaking pits, or vacuum equipment to temper, harden, anneal, or heat treat metal or plastic objects.",Production Occupations
801,51-4192.00,"Layout Workers, Metal and Plastic",2,Aug-18,Analyst,"Lay out reference points and dimensions on metal or plastic stock or workpieces, such as sheets, plates, tubes, structural shapes, castings, or machine parts, for further processing. Includes shipfitters.",Production Occupations
802,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",2,Jul-16,Analyst,"Set up, operate, or tend plating machines to coat metal or plastic products with chromium, zinc, copper, cadmium, nickel, or other metal to protect or decorate surfaces. Typically, the product being coated is immersed in molten metal or an electrolytic solution.",Production Occupations
803,51-4194.00,"Tool Grinders, Filers, and Sharpeners",2,Jul-16,Analyst,"Perform precision smoothing, sharpening, polishing, or grinding of metal objects.",Production Occupations
804,51-5111.00,Prepress Technicians and Workers,3,Jul-16,Analyst,Format and proof text and images submitted by designers and clients into finished pages that can be printed. Includes digital and photo typesetting. May produce printing plates.,Production Occupations
805,51-5112.00,Printing Press Operators,2,Aug-20,Analyst,"Set up and operate digital, letterpress, lithographic, flexographic, gravure, or other printing machines. Includes short-run offset printing presses.",Production Occupations
806,51-5113.00,Print Binding and Finishing Workers,2,Jul-15,Analyst,Bind books and other publications or finish printed products by hand or machine. May set up binding and finishing machines.,Production Occupations
807,51-6011.00,Laundry and Dry-Cleaning Workers,1,Jul-15,Analyst,"Operate or tend washing or dry-cleaning machines to wash or dry-clean industrial or household articles, such as cloth garments, suede, leather, furs, blankets, draperies, linens, rugs, and carpets. Includes spotters and dyers of these articles.",Production Occupations
808,51-6021.00,"Pressers, Textile, Garment, and Related Materials",1,Jul-17,Analyst,Press or shape articles by hand or machine.,Production Occupations
809,51-6031.00,Sewing Machine Operators,1,Jul-17,Analyst,"Operate or tend sewing machines to join, reinforce, decorate, or perform related sewing operations in the manufacture of garment or nongarment products.",Production Occupations
810,51-6041.00,Shoe and Leather Workers and Repairers,2,Aug-22,Analyst,"Construct, decorate, or repair leather and leather-like products, such as luggage, shoes, and saddles. May use hand tools.",Production Occupations
811,51-6042.00,Shoe Machine Operators and Tenders,2,Jun-07,Analyst,"Operate or tend a variety of machines to join, decorate, reinforce, or finish shoes and shoe parts.",Production Occupations
812,51-6051.00,"Sewers, Hand",2,Jun-07,Analyst,"Sew, join, reinforce, or finish, usually with needle and thread, a variety of manufactured items. Includes weavers and stitchers.",Production Occupations
813,51-6052.00,"Tailors, Dressmakers, and Custom Sewers",2,Aug-20,Analyst,"Design, make, alter, repair, or fit garments.",Production Occupations
814,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,2,Jun-07,Analyst,"Operate or tend machines to bleach, shrink, wash, dye, or finish textiles or synthetic or glass fibers.",Production Occupations
815,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",2,Aug-19,Analyst,"Set up, operate, or tend machines that cut textiles.",Production Occupations
816,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",2,Jun-07,Analyst,"Set up, operate, or tend machines that knit, loop, weave, or draw in textiles.",Production Occupations
817,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",2,Aug-19,Analyst,"Set up, operate, or tend machines that wind or twist textiles; or draw out and combine sliver, such as wool, hemp, or synthetic fibers. Includes slubber machine and drawing frame operators.",Production Occupations
818,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",2,Aug-19,Analyst,"Set up, operate, or tend machines that extrude and form continuous filaments from synthetic materials, such as liquid polymer, rayon, and fiberglass.",Production Occupations
819,51-6092.00,Fabric and Apparel Patternmakers,3,Jul-16,Analyst,Draw and construct sets of precision master fabric patterns or layouts. May also mark and cut fabrics and apparel.,Production Occupations
820,51-6093.00,Upholsterers,2,Jul-16,Analyst,"Make, repair, or replace upholstery for household furniture or transportation vehicles.",Production Occupations
821,51-7011.00,Cabinetmakers and Bench Carpenters,2,Jul-15,Analyst,"Cut, shape, and assemble wooden articles or set up and operate a variety of woodworking machines, such as power saws, jointers, and mortisers to surface, cut, or shape lumber or to fabricate parts for wood products.",Production Occupations
822,51-7021.00,Furniture Finishers,2,Jul-17,Analyst,"Shape, finish, and refinish damaged, worn, or used furniture or new high-grade furniture to specified color or finish.",Production Occupations
823,51-7031.00,"Model Makers, Wood",3,Jun-07,Analyst,Construct full-size and scale wooden precision models of products. Includes wood jig builders and loft workers.,Production Occupations
